text,file_name,label
"Chose même véritablement stupéfiante, c’est quand elle n’assemble pas les contraires et les disparates qu’elle paraît manquer aux lois de la ligne et des proportions. Les photo¬ graphies que nous reproduisons ici le montre et le prouve d’abon¬ dance. Et l’on peut ainsi formuler les deux ou trois règles fon¬ damentales qui sont essentiellement particulières à cette esthéti¬ que déconcertante : i° Plus le chapeau est vaste, plus la robe doit-être étroite, ajustée collante.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"— Élégante robe de visite en drap bleu meunier, garni broderie soie même ton, large tablier retenu par des bouton* rebrodés. . 250 fr. Chapeau très grand en ottoman ca- chou garni couronne de plumes b( as et de 2 tète d’autruches noires. 60 fr. 35 fr. xvii ru^ lA 2, rue du Pont=Neuf, PARIS Confectionnés û sur Mesure s. Fillettes, Jeunes Gens et Enfants Envoi franco do* Catalogues et d’Échanallons sur demande Cliché G. de Malherbe fm V'/Î^M [ ij/l J w ■ 'n [i fl A .ES \ I ■ m 1 1 !",Femina_1908-10-15_femina186-1908.txt,Publicité
"Après un lavage rapide avec l’EAU MONO, on séchera. Mettre deux couches du LAIT MONO successivement séchées Ensuite, on étalera une légère couche de CIRE D'ABEILLES MONO et l’on poudrera. Cette toilette demande lü minutes en tout et permettra d’alfronter vents, poussières, etc., allègrement. On n’a à craindre aucune raideur, tous ces produits étant absorbés par la peau plus ou moins vite.",Femina_1908-10-15_femina186-1908.txt,Publicité
"Mais peut-être ne SaVEZ-Vous pas, où ne voulez-vous pas savoir, terribles redresseurs des torts SOCIAUX, tout ce qu’une œuvre pareille — que tout le monde connaît au moins de nom et dont on sait le but -_ léprésente d'efforts continus. de travail Quotidien, pour les membres actifs d abord et même pour les sim- ples adhérentes.",Femina_1901-03-01_femina1-3.txt,Éditorial
"La jupe, disposée en bande, se rattache par une série de petites boucles de strass, traversées par un nœud de velours, sur un dessous de panne fond blanc imprimée de dessins indiens gris perle et noirs à fonds très couverts. Autre costume en taffetas perforé, d’un ton Havane très pâle, tirant sur le roux. De larges boutonnières en brode- rie sont disposées dansle haut de la jupe pour y passer des (Vincent Lachartroulle) rubans de teinte orangée. Les (Boué Sœurs).",Femina_1901-03-01_femina1-3.txt,Éditorial
"Et elle était si contente, si contente , de n'être déjà plus la même depuis la veille, à ses propres ÿeux et aux miens! Mais moi aussi : puisque c'est pour cela que je l'aime! Enfin , je me rappelai pourtant que j'étais venu voir un chien du Kamtchatka . — Stecky! dit-elle, battant des mains, ce cher Stecky, c’est vrai! Vous allez voir comme il est intelligent! et doux! et câlin!",Journal_des_dames_et_des_modes_1913-02-01_journal-des-dames-et-des-modes-1-febbraio-1913.txt,Éditorial
"Le public s'attendait alors à un conte et il glissait sur le scénario , pourvu que la mise en scène fût riche et le cadre somptueux . Sur ces points toute satisfaction . Le conte dramatique de MM. Jules Lemaître et Knoblauch a été monté avec un luxe incomparable. On n’y pourrait reprocher que l'excès de bon goût : un Orient trop réservé , des décors à peine dorés par un soleil trop clément, des cieux d’un azur trop anémique.",Journal_des_dames_et_des_modes_1913-01-01_journal-des-dames-et-des-modes-n.-22-1-gennaio-1913.txt,Éditorial
"N'est-ce pas dans Galathée que l’on chante : Morphée est un dieu plein d’esprit Car son autel est un bon lit Et c’est en dormant qu’on l’honore. Ce ne sont pas seulement des autels de lits de plume que l’an- tiquité élevait au dieu du Sommeil; elle lui rendait un culte. Elle avait consacré le Léthé. Oublier! Dormir ! Rêver ! Nous faudra-t-il renoncer à cette libération passagère , subir sans relâche la ser- vitude des chagrins , des soucis , des préoccupations ?",Journal_des_dames_et_des_modes_1913-03-10_journal-des-dames-et-des-modes-10-marzo-1913.txt,Éditorial
"tre È 4 èche _ = détements pour Dames À AE PART LD Perte er d UG. : F PO TNT TENTE CDELDEUEULELEL LED EAEEEELEEEEELETEE TELE EE EEE A y et pour dlommes, diodes, etc. L EISE 5. boulevard Saint-Germain, 5 +. =, JS j È est incontestablement aujourd'hui | _< La PREMIÈRE des PHOTOGRAPHI DE UNE PRIME ARTISTIQUE |G ERMANDR E Sr Ê£ G s eu POUDRE Er BUR FEUILLES Trois Ateliers « äe 08e E sera ofïter te à tout Acheteur ere LEgereh de Beauté d'un pasfar idéal.",Femina_1901-03-01_femina1-3.txt,Publicité
"Imaginez, je vous prie, un homme, un de nos frères, un grand gaillard haut de cinq pieds six pouces, Don Quichotte, si vous voulez, sanglé dans une redingote haut boutonnée et coiffé d’un bolivar d’un mètre et demi de diamètre : peut-on concevoir mascarade plus complète, caricature plus grotesque ? Eh bien ! non, l’esthétique de la femme s’accommode de cet accoutrement, sa silhouette s’en dégage précise, inattendue, troublante, évocatrice, charmante.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Lien desatin blanc passé dans des brides faites à même l'étoffe. Les corsages de dessous formant bo- léro en linon sont raccourcis,afin qu’au- cun épaississement ne vienne s'ajouter à la rondeur de la taille. L'un, n°12, estin- a toute la perfection que l’on réservait jadis aux plus beaux mou- choirs. Le n° r est incrus- tation en forme, de dentelle duchesse. Le n° 2 est re- haussé d'une haute valenciennes sur la- quelle s'applique le linon finement den- telé.",Femina_1901-03-01_femina1-3.txt,Éditorial
"Et l’actualité en sera la seule inspiratrice. Par l’importance de leur matière et le dévelop¬ pement scénique qui lui sera donné, certaines de ces conférences consti¬ tueront de véritables Festivals littéraires, musicaux et chorégraphiques.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Si on suivait le mouve- ment littéraire, en dehors des couloirs et des coulisses ; on n'ignorerait pas M. Claudel , on saurait la belle imagination sr tique qui anime, des racines au faîte, l'Arbre, son œuvre toe trale collective , on aurait apprécié le relief et la puissance de ses poèmes en prose , Connaissance de l'Est, et on ne serait pas forcé de se renseigner à la dernière minute . ; Ajoutez que, pour la plupart, les questionnés n en savaient guère plus que les questionneurs .",Journal_des_dames_et_des_modes_1913-01-01_journal-des-dames-et-des-modes-n.-22-1-gennaio-1913.txt,Éditorial
"Rien de plus passionnant pour Alcippe que les aventures. Déjà, il se voit en bonne fortune ; il imagine que la conversation ne s’achèvera pas sans qu’il ait obtenu un rendez-vous; nerveuse- ment, il repousse ses papiers ; il s’évertue à rendre sa voix plus souple , plus prenante ; il risque des mots qui sont comme des promesses , il hasarde des exclamations qui sont comme des caresses : — Que vous devez être jolie ! les yeux vifs, la bouche toute rose , toute petite, parfumée comme un œillet...",Journal_des_dames_et_des_modes_1913-03-01_journal-des-dames-et-des-modes-1-marzo-1913.txt,Éditorial
"Qu’on les cueille en passant, comme on cueille les fleurs et les jolies choses. Camille Duguet. 487 GUIRLANDE DE CHEVEUX La violette couronne le front , à l'an- aidez pouvez bien dame. » Monseigneur « . , , - , emporte son tique, d une guirlande souple et em- i 0 gue Si elle baumie. c’est'qu’elle lette doit être placée dans un vase sans eau et sécher en exha¬ lant toute son âme embaumée. Si elle plante son bouquet là et songe à autre chose, mau¬ vais signe....",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Un maun, où, par hasard , le Bois était moins peuplé que de coutume, ils osèrent un instant relâcher leur attitude , « quitter la pose » et, l'un laissant tomber son monocle, l’autre écartant la plume de son chapeau, ils purent se considérer et échanger ire phrases d'habitude trop longues pour l'esthétique.",Journal_des_dames_et_des_modes_1913-03-01_journal-des-dames-et-des-modes-1-marzo-1913.txt,Éditorial
"Est supprimée instanta¬ nément par la Ceinture ANNEAU. Écrire : '40, vue d'Arçont,Paris. — Mme CHOVEAU envoie méthode pour faire disparaître les vergetures du ventre et rides les plus anciennes. L’OBÉSITÉ SHADEINE pour recolorer les Merveilleuse — - préparation anglaise CHEVEUX GRIS et les cheveux fanés. Pré¬ parée pour toutes nuan¬ ce» : bloii'l, eliiltuin rlair, châtain foncé.brun.noir, roux et doré.",Femina_1908-10-15_femina186-1908.txt,Publicité
"— ont aussi plié soigneu¬ sement leurs toilettes d'été, les robes de toile blanche, pareilles à des lis un peu rigides, celles de linon blanc, pareilles à des jasmins et à des tubéreuses, celles qui sont mauves comme des anémones, celles qui sont couleur de ciel, ou cou¬ leur de mer ou couleur de nuage, enfin toutes les robes couleur du temps, du temps d'été.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Robe vieux rose revoilée de tulle. Empiècement de dentelle souli¬ gnée d’une broderie d’or voilée, la toilette que nous montre cette jeune femme si vivement intéressée par la musique. Robe de satin 'vert, voilée 479 LA FEMME KeSèwinnieîniî d® De très grandes œuvres sont nces dans un tout petit berceau.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"La troisième est une tunique de liberty blanc qui se simplifiera par un joli ourlet à jours à la hauteur de la partie supérieure de la broderie Sim plice. THÉÂTRE FEMINA LES MATINÉES IP OUÏR IL A JEUNESSE Tous tes Jeudis, Dimanches et Fêtes à 2 h. 1/2 & (A partir du Dimanche 18 Octobre) JET Où conduire les enfants sages, et même ceux qui, tout simplement, ont promis d’être sages ?",Femina_1908-10-15_femina186-1908.txt,Éditorial
"On peut voir aussi l’Ecossais aux mollets nus et le Yankee à barbiche postiche . Ces personnages sont maquillés , arborent un charmant sourire au public et , grâce à eux , le théâtre descend dans la rue. Ils jouissent de l’approbation universelle , même de celle des ser- gents de ville qui n’ont pas beaucoup de sujets de distraction .",Journal_des_dames_et_des_modes_1913-03-20_journal-des-dames-et-des-modes-20-marzo-1913.txt,Éditorial
"FERNAND VANDÉREM. SAN A AR AR AN VE RAA AA, POUR TRIO EN DRM LE TE M PS IME TRI Beaucoup de dames ne lisent que les cinq où six ouvrages que donnent annuellement les écrivains consacrés. Cela leur permet de faire figure et cela leur donne , selon l’expression de certains communiqués, des sujets de conversation, Il ne faut pas les blâmer d’aider au triomphe permanent des maîtres de la littéra- ture actuelle.",Journal_des_dames_et_des_modes_1913-01-20_journal-des-dames-et-des-modes-20-gennaio-1913.txt,Éditorial
"4^2 Robe du soir pour jeune fille en mousseline de soie « citron », tunique drapée et maintenue par une écharpe drapée passant sous le bras droit pour venir se nouer sur le côté en un nœud souple à pans terminés par des glands de passementerie. Robe de tulle blanc. La jupe à trois volants est maintenue à la taille par une ceinture de liberty « pétale de rose » tombant sur le devant de la jupe. Corsage s'ouvrant sur guimpe de dentelle. Décolleté et manches bordés d'une petite couronne de roses.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"On put insulter le chrysanthème, trop bien nourri, large comme un chou, bête à concours ; qui oserait toucher à la violette, sinon les faiseurs de ro¬ mances et pour la glorifier. Daisy. .— 488 Roman inédit par J. MARNI W #• & J a i trouve un moyen assez ingénieux, dit Frédé'ic après un court silence, pour esquiver toutes les parties d’auto qui me sont proposées. — Quel moyen ? interrogea Elise.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"e c laque XIX ÉCHOS DE “FEMINA NOTRE CORBEILLE A OUVRAGE T Es abonnées de notre édition d’ouvrage 9 ^ trouveront aujourd’hui, encartés dans leur numéro : i° La Corbeille de Femina, supplément ' de quatre pages illustré, contenant la description détaillée des dessins décalqua* blés et du patron découpé que nous leur offrons ; 2° Un dessin décalquable d’un napperon en broderie anglaise et dentelle et d’une cravate brodée. 3° Le patron découpé d’un corsage.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Un honnête homme ne doit pas transiger sur ces questions de tact. D'LE SUR IUDRE TS TA LORELA INC Je parie tout ce que vous voudrez qu’à ses débuts , Rivarol (ou Chamfort ou n'importe qui de ces illustres) devait être un homme de salon parmi ses confrères les autres hommes de salon. Il ne devint homme d’esprit que le jour où quelqu'un se pencha mystérieusement vers sa voisine et lui dit à l’oreille : (Ç Qu'il est fin ! Quel causeur !",Journal_des_dames_et_des_modes_1913-03-10_journal-des-dames-et-des-modes-10-marzo-1913.txt,Éditorial
"À Paris, c’est, dans un des coins perdus d'Auteuil, un vieil hôtel fin xvin*, à jardins. Le salon-cabinet de travail, par la blancheur ivoirine de ses murs et de ses boiseries, l’austérité luisante du parquet sans tapis et de quelques meubles vieillots, dévotement rococos, par sa cheminée en autel avec ses candélabres flamands, fait penser à une cellule d’abbesse; mais des gravures rares, des Tanagras, un grand désordre de musique, un piano, disent les préoccupations d'art.",Femina_1901-03-01_femina1-3.txt,Éditorial
"L’adapta- tion, tout à fait imprévue des plumes de paon, est une inspiration heureuse et les œils, qui miroitent sur la plume, rappelés par des opales superbes, ont un charme mystérieux et pénétrant. De Fontana frères, cette palme si ténue, si légère, en pure joaillerie style moderne, d’un fin et délicat dessin.",Femina_1901-03-01_femina1-3.txt,Éditorial
"60, Chaussée d'Antin, 60 PARIS Téléphone : 323-56 Madame BELLANGER la créatrice des corsets STELLA rappelle aux lectrices de P emina qu’elle travaille à des créa¬ tions sensationnelles qu’elle leur présen¬ tera au moment de ses agrandissements, en Dé¬ cembre prochain, 47, Boulevard Haussmann (à l’entresol), en face les nouveaux Magasins du Printemps, ou plus de io salons d’essayage se¬ ront à leur disposition.",Femina_1908-10-15_femina186-1908.txt,Publicité
"Ils ne songeaient qu’à conquérir l’or : elle ne s’occupe qu’à le dépenser. C’est sa façon de s’instruire, et le monde étonné devant ce type nouveau, une aventurière qui a de l’argent, se demande : _ A-t-elle un cœur, cette fille singulière, fleur nouvelle d’un sol neuf ? Et si elle est capable d’amour, qu’est-ce donc qui la touche ?",Femina_1908-10-15_femina186-1908.txt,Éditorial
"itm s ET SURTOUT Il suffit d'en avoir porté un seul pour • Corsets Cadolle la femme acquiert une li * qU ^ ^ 4 une ligne exquise tout en ayant - 1-- eu ayaui L j Gantelet ji fj/lh r% 4- * « ^ Corset en tissus tricot moulant admira- ' l OCTte UnSOlUe de tOUS le A + blement le corps, convient pour i a robe Sur . ""tOUVemetltS princesse. bur s,mnle leur» „<r-u.-_ -—’ » * » § Catalogue illustré tt conl h ' e ’ reçoit ’ franco de tous Rais, un grand -- ?",Femina_1908-10-15_femina186-1908.txt,Publicité
"— Parce que, avant tout, je veux épouser ce que nous appelons en Amé- rique « a self made man », un homme qui s’est fait lui-même, qui ne doit pas sa personnalité à papa, à maman, à une position ou à sa femme. — Ettu ne trouverais pas cette sorte d'homme en France ?.… — Plus difficilement que là-bas.",Femina_1901-03-01_femina1-3.txt,Éditorial
"Ce qu’il y aura de plus nouveau, de plus fantaisie aussi, ce sera le pékiné noir et de couleur « rayures prises sn biais >>, formant seulement un côté de la robe tandis que l’autre côté sera recouvert d’une longue tunique de liberty noir. Très chic, sans doute, mais fort difficile a porter. Les autres étoffes qui connaîtront la vogue, sont le metcor, le satin souple, beaucoup de crêpe de Chine, moins de velours.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"La vulgarité de cette fête est telle que pas un homme de goût, pas une femme soucieuse d'élégance ne consen- tiraient à se montrer sur le boulevard le jour où la basse pègre, alliée à la basse plèbe sortent de leurs tanières faubouriennes pour la célébrer avec l’allégresse dont je viens de relater quelques signes. Les honnêtes gens, ce jour-là, se tapissent chez eux.",Journal_des_dames_et_des_modes_1913-02-10_journal-des-dames-et-des-modes-10-febbraio-1913.txt,Éditorial
"Je vois que vous avez la peau trés séche; il est malheureux que vous l'avez laissée en arriver là, il sera plus difficile de vous rendre le teint que vous souhaitez. [l faut nourrir votre peau, lui rendre la souplesse par des lotions d'huile et des massages graisseux ; essayez aussi de lavages d’eau tiède, pas trop chaude, infusée de fleurs de camo- mille. Mais si vous veniez à Paris, vous seriez convaincue par les résultats de massages spéciaux qui sont faits journellement, 4, rue de la Paix.",Femina_1901-03-01_femina1-3.txt,Éditorial
"pardon, répondit la maîtresse de maison, vous oubliez que ceci est du Langdale linen. — Et ma redingote, ajouta le maître de la maison, est du drap de Saint- George’s Guild ». Le Langdale linen venait du Westmoreland où l'on avait fondé un ouvroir s’occupant de filer le lin avec de vieux rouets et de tisser la toile sur de vieux métiers. Le drap de la redingote arrivait du moulin de Saint-Georges, dans l’île de Man, où l’on carde la laine, où l’on tisse le drap.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"C’est bien simple : rien, rien du tout — et ce sera double¬ ment raisonnable — puisque nous avons convenu, puisque même nous proclamons hum¬ blement que toutes les modes sont par faites, surtout celles dont l’ensemble est fait des dispara¬ tes les plus audacieuses _ puisque par surcroît nous savons par expérience que tout ce que nous tenterions serait vain. Flossïk. LE GRAND CHAPEAU DE LA TANAGRÉENNE Plus le chapeau est grand plus la robe est étroite : réalité et effets d'optique.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"mais, moi, je suis USER LL NaPoL#on.— Moi aussi! ..... C’est pourquoi je ne trouve pas que cetie petite bonne femme , qui s’engouffre en coup de vent dans le théâtre des Variétés, le turban sur l’œil et l’aigrette derrière l’oreille , vous ressemble en quoi que ce soit..... MME DE RÉMUSAT (avec un soupir). — Oh! les turbans !... Ils nous allaient si bien !... MME DE STAËL (elle frétille aux souvenirs d'autrefois). — Oh Lout!.-s#bienl,. 2 NaPpOLÉON (à Chateaubriand).",Journal_des_dames_et_des_modes_1913-01-10_journal-des-dames-et-des-modes-n.23-10-gennaio-1913.txt,Éditorial
"A la gouache il faut au contraire viser à une parfaite unité de .ton qui produira l'effet d'une sorte de mosaique. On accentuera cet effet en grossissant le trait qui dans tous les cas sys nl st A tu, | 2 # L . ‘ * 0 \ mn ass \ . L . . . és L LS . du “Le + ES . Cut en Fig. 2.— LA POMME DE TERRE. ER"" Lens Fig. 1.— Le NAve doit être tracé à l'encre de Chine.",Femina_1901-03-01_femina1-3.txt,Éditorial
"Mais savez-vous ce que j’ai sous les yeux ? Une carte postale, — une modeste carte pos¬ tale, sur le bord de laquelle je lis ces mots : Vaso Romano. Museo del Vaticano. Et, quand j’y pose mes regards, j’ai peine à les en détacher pour revenir à ce que je vous écris là.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Ses yeux se plissaient, son sourire s’aiguisait, son si¬ lence devenait inquiétant, subtil, et la moindre phrase qu’on lui adressait prenait une signification savoureuse, à être écoutée ainsi. On lui en savait gré, n’est-ce pas ? Et c’était bien juste. Enfin, il ne disait jamais de mal de personne. Vous paraît-il que ceci n’ait aucune importance ?",Femina_1908-10-15_femina186-1908.txt,Éditorial
"des titulaires de ces gracieux magasins d’un jour : Comptoir n° r (qui porte le beau nom de Comptoir d’Alsace-Lor- raine) : les deux titulaires, Ms Kæchlin-Schwartz, présidente de l’œuvre,et A. Hengel. Elles sont assistées de M Engel, Ducos, Gallay, Hartmann, Kæchlin, Lauth, Le Joindre, Lœw, Marozeau, Oulimont, Ruel, Siegfried, Suss, Thierry-Mieg, Viallet, et de Ms Noiriel, Peter, Yung. Es | Comptoir n° 2.— Titulaire: M Ch. Brun, vice-présidente.",Femina_1901-03-01_femina1-3.txt,Éditorial
"Mais tout en se passionnant aux péripéties du drame, il se sentait peu à peu caressé par Le souffle de la beauté, il s’accli- matait à la poésie , et finalement , au dernier acte, le plus « dur », le plus hermétique de l’œuvre , ce fut là qu’il applaudit du meil- leur cœur. Grand succès donc pour Mme Lara, l’admirable et douce Vio- laine, justement récompensée d’avoir cru à l’œuvre . Et grand succès aussi pour M. Claudel qui a passé triomphalement la rampe des boulevardiers .",Journal_des_dames_et_des_modes_1913-01-01_journal-des-dames-et-des-modes-n.-22-1-gennaio-1913.txt,Éditorial
"Plus de calottes basses et les nuques à découvert! Voilà qui contrariera singulièrement celles de nos élégantes dont le visage un peu fané s’accommodait fort de cette mode propice aux demi-obscurités . AAA AR AR AAA AA AAA AA LE CoMTE D’A. Celui dont j'ai résolu de vous parler est un homme incroyable. Et cependant, sauf moi et quelques familiers auxquels il accorde la faveur de son commerce et dont il s’entoure ainsi que d’un rempart, nul ne le connaît. Paris ignore son nom.",Journal_des_dames_et_des_modes_1913-02-10_journal-des-dames-et-des-modes-10-febbraio-1913.txt,Éditorial
"C’est au bénéfice de la dignité humaine, de la santé, et de la beauté esthétique. Nous n’avons donc pas à préconiser les avantages provenant d’habitudes d’hygiène pour la toilette, tout le monde est d’accord sur ce point. Mais il n’est pas indifférent de renseigner toutes celles que la question intéresse, et elles sont la multitude, sur la meilleure manière de conserver indemnes les agréments naturels, et même, au besoin, de les restaurer.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"AV VII AN A A VE LR VE ARR UE VE VU AIM LU AR RAR AR LR DR RON AL AR RAA AR ALAN AR ARR RAR PAPERS: Ge 262 évrier, Tor Alcippe est dans son cabinet de travail; devant lui de multiples paperasses , rapports , statistiques , devis dans lesquels il essaie de se débrouiller; d’un crayon hésitant , il aligne des chiffres, ébauche des fractions, des règles de trois, voire des racines carrées . Il est si préoccupé qu'il en a laissé éteindre sa cigarette .",Journal_des_dames_et_des_modes_1913-03-01_journal-des-dames-et-des-modes-1-marzo-1913.txt,Éditorial
"Mais on linterrompt : — Halte-là! Oubliez-vous donc, cher monsieur , que je vous ai téléphoné pour vous dire que 1 ‘aime mon mari ? Et tout à trac, voilà la communication coupée. Alcippe en reste navré ; vexé Comme un renard qu'une poule aurait pris. Quoi, déjà ne la jolie, la rare aventure ! C'est la dernière distraction inventée par nos dames. Au hasard.",Journal_des_dames_et_des_modes_1913-03-01_journal-des-dames-et-des-modes-1-marzo-1913.txt,Éditorial
"Henry Berns¬ tein, et la Tragédie royale, de M. Saint-Georges de Bouhélier. Est une des artistes qui savent le mieux adapter leur toilettes au caractère de leur beauté et les associer à leurs râles. sa loge, mettre son costume, tout en prenant part aux riants bavardages amicaux. Est-ce de quel¬ ques coups de baguette qu’elle s’habille PPresque. On aperçoit autour d’elle quelques belles étoffes informes.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Les potiers de nos villages avaient de glorieux ancêtres dans cette lumineuse et loin¬ taine Attique qui mit sur d’humbles œuvres un reflet de beauté, de sorte que nous pensons pres¬ que involontairement à des poteries, à des lampes, à de minces ustensiles de la vie quotidienne, lors¬ que le poète Pindare nous parle de ces délicieuses choses qui sont en Hellas.",Femina_1908-10-15_femina186-1908.txt,Éditorial
"Des (2388 ) consommateurs bénévoles, jaloux peut-être de voir l'attention publique s'attacher à eux, leur offrent au passage le vermouth de l’admiration : «L’amitié d’un grand homme est un bienfait des dieux. » le bonisseur n’est pas fier. Mais hélas! il n’a plus l'attrait de la nouveauté . Il commence à passer inaperçu . Alors , de sa propre initiative, il tente des efforts inédits. Il met un monocle . Il risque une perruque supplémentaire .",Journal_des_dames_et_des_modes_1913-03-20_journal-des-dames-et-des-modes-20-marzo-1913.txt,Éditorial
